,epoch,train_time,train_loss,train_acc,valid_time,valid_loss,valid_acc,total time
0,1,4.4227981748990715,1.596679934982172,0.4245932667525773,0.29105364298447967,1.1591030624389649,0.585,4.4227981748990715
1,2,4.4278155150823295,0.8504154292876189,0.6997221327319587,0.29014299204573035,0.7829060108304023,0.722,4.4278155150823295
2,3,4.42547061201185,0.6384108919463092,0.7783102448453608,0.29081956623122096,0.8401425714015961,0.7135,4.42547061201185
3,4,4.4328108709305525,0.5336545618687824,0.8142517719072165,0.29509672382846475,0.8283579449772834,0.7261,4.4328108709305525
4,5,4.432537747081369,0.4677854846327652,0.8379510309278351,0.2904457920230925,0.6231267129182816,0.7785,4.432537747081369
5,6,4.501378646120429,0.41328216722407907,0.8592944587628866,0.29009402776136994,0.5804295013785362,0.8049,4.501378646120429
6,7,4.428997035138309,0.3594174816239548,0.8768524484536082,0.29228095384314656,0.5042259954929352,0.8261,4.428997035138309
7,8,4.4369050823152065,0.3274435908989693,0.8887524162371134,0.293019468896091,0.4764552798628807,0.835,4.4369050823152065
8,9,4.426343870349228,0.29583092301018227,0.8999677835051546,0.2915796469897032,0.43449239543676377,0.8534,4.426343870349228
9,10,4.426184867974371,0.270716288232619,0.9092702963917526,0.29026215709745884,0.4016939384460449,0.8638,4.426184867974371
10,11,4.4205917860381305,0.2545444680325034,0.915270618556701,0.29016713611781597,0.3577798725485802,0.8778,4.4205917860381305
11,12,4.4224706860259175,0.22781232077647576,0.9247543492268041,0.29115266958251595,0.5883737312555313,0.8102,4.4224706860259175
12,13,4.420279680751264,0.20860805698507226,0.9310567010309279,0.29054196923971176,0.44281741712093353,0.844,4.420279680751264
13,14,4.426308818161488,0.1831529979982903,0.9402585373711341,0.28999254386872053,0.320555083155632,0.8932,4.426308818161488
14,15,4.424945862963796,0.15907286210513683,0.9470642719072165,0.2910764692351222,0.33191482628583907,0.8843,4.424945862963796
15,16,4.418205398134887,0.13366323792298815,0.9574540914948454,0.2899366319179535,0.3152753531694412,0.8915,4.418205398134887
16,17,4.4227350717410445,0.10928616519374101,0.9656692976804123,0.291200689971447,0.25632996120452883,0.9149,4.4227350717410445
17,18,4.417614426929504,0.07923118377670876,0.9773477770618557,0.28996085515245795,0.22653613102436065,0.9208,4.417614426929504
18,19,4.420837034936994,0.055427643453663925,0.9861469072164949,0.29026712011545897,0.22166244180202485,0.9283,4.420837034936994
19,20,4.418961364775896,0.04175198417080125,0.9905968105670103,0.2899649809114635,0.1994782320857048,0.936,4.418961364775896
