,epoch,train_time,train_loss,train_acc,valid_time,valid_loss,valid_acc,total time
0,1,4.3926643817685544,1.5997550547046144,0.42698936855670105,0.2913142968900502,1.1909141117691995,0.5689,4.3926643817685544
1,2,4.388962939847261,0.8427309505449435,0.7020175579896907,0.28870794689282775,0.8001361273527146,0.7354,4.388962939847261
2,3,4.388708101119846,0.6299078923400453,0.7798807989690721,0.2887831311672926,0.7913617648601532,0.7266,4.388708101119846
3,4,4.3889707159250975,0.5296388188612253,0.8166478737113402,0.2890716609545052,0.6297226388812065,0.782,4.3889707159250975
4,5,4.3888544319197536,0.46732545559793787,0.8396826675257731,0.2885595681145787,0.7465296021699905,0.7455,4.3888544319197536
5,6,4.394936456345022,0.40788572759501945,0.8585293170103093,0.2888605478219688,0.5559705829143524,0.8156,4.394936456345022
6,7,4.397395689040422,0.35697688591263266,0.8788659793814433,0.2940876688808203,0.5704158761858941,0.802,4.397395689040422
7,8,4.397629257757217,0.3275972557393354,0.8879872744845361,0.28908981289714575,0.5011834092736244,0.8302,4.397629257757217
8,9,4.394384634215385,0.2975005378164159,0.8987193943298969,0.28949240408837795,0.4423840196847916,0.8459,4.394384634215385
9,10,4.390330872032791,0.2729277641718881,0.9087065077319587,0.28811883367598057,0.41330601130723954,0.8591,4.390330872032791
10,11,4.388845424167812,0.24803936289210526,0.9160357603092784,0.28909298684448004,0.3692198083281517,0.8722,4.388845424167812
11,12,4.392937391996384,0.22938959322600944,0.9231837951030928,0.2887246352620423,0.6040782792448998,0.8076,4.392937391996384
12,13,4.393293109256774,0.20790498344390893,0.9311573775773195,0.28902337281033397,0.39018909162282944,0.8698,4.393293109256774
13,14,4.397675001062453,0.1867023930841692,0.9385470360824743,0.2909141699783504,0.39895354651212694,0.8646,4.397675001062453
14,15,4.392635867930949,0.16522928137216986,0.9457554768041238,0.2888538739643991,0.5071639497756958,0.8318,4.392635867930949
15,16,4.391556494869292,0.1334978582543926,0.9576755798969072,0.2885051961056888,0.36235284259319306,0.8783,4.391556494869292
16,17,4.392496163956821,0.10613044952378445,0.9666760631443299,0.28957577096298337,0.28244555307626723,0.9068,4.392496163956821
17,18,4.388941045850515,0.08329076662938081,0.9748912693298969,0.2885334989987314,0.2327884869813919,0.9215,4.388941045850515
18,19,4.395047089084983,0.05890591577962809,0.9841736469072165,0.29012609412893653,0.20964996930360794,0.9303,4.395047089084983
19,20,4.393953639082611,0.042320022304283125,0.9901336984536082,0.2909971480257809,0.1966443938612938,0.9365,4.393953639082611
