,epoch,train_time,train_loss,train_acc,valid_time,valid_loss,valid_acc,total time
0,1,88.69288251595572,1.6045174281084047,0.42477448453608246,0.29472306417301297,1.5433272641897202,0.4719,88.69288251595572
1,2,88.50211012596264,0.883537760215629,0.6849428157216495,0.2930121789686382,1.1630253888845443,0.6358,88.50211012596264
2,3,88.50222951406613,0.6688519072546095,0.7654236469072165,0.28970324201509356,1.0448419680833816,0.674,88.50222951406613
3,4,88.53099918784574,0.5553259566047027,0.8067010309278351,0.28784840321168303,0.6196783632159233,0.7883,88.53099918784574
4,5,88.74432819755748,0.49627179335370736,0.8289505476804123,0.29622660111635923,0.7191394776821136,0.7469,88.74432819755748
5,6,88.24263182887807,0.4301864294570477,0.8530122422680413,0.3028838220052421,0.5324356910467147,0.8171,88.24263182887807
6,7,88.98050851607695,0.3787209765995209,0.8724025451030928,0.29004710307344794,0.5737149923443794,0.8051,88.98050851607695
7,8,88.62296394305304,0.3431030621454504,0.8839199420103093,0.2949962681159377,0.4358018653988838,0.8543,88.62296394305304
8,9,88.39051995426416,0.3154067647374552,0.8931217783505154,0.28765382803976536,0.5340833221077919,0.8176,88.39051995426416
9,10,88.55349038215354,0.2901483482546797,0.9022833440721649,0.29713313607499003,0.4200531916379929,0.8585,88.55349038215354
10,11,88.57594606699422,0.2725433590509881,0.9084850193298969,0.2904413412325084,0.7314272056221962,0.7651,88.57594606699422
11,12,89.1532206684351,0.2497080379218516,0.9164384664948454,0.2995564369484782,0.43964604341983793,0.8491,89.1532206684351
12,13,87.84275308810174,0.22621848001912928,0.9231032538659794,0.2900847289711237,0.4358507798075676,0.8477,87.84275308810174
13,14,88.20430617406964,0.20161610658606993,0.9322245489690721,0.29301124112680554,0.4891120131969452,0.8449,88.20430617406964
14,15,88.94955500075594,0.1802889034440069,0.941063949742268,0.2879845821298659,0.3678574900627136,0.8772,88.94955500075594
15,16,88.16191657120362,0.15201279893757524,0.9507087628865979,0.2952190078794956,0.2955934850811958,0.8986,88.16191657120362
16,17,88.63532522739843,0.12733145686077704,0.9599710051546392,0.2978329756297171,0.32547348939180376,0.8903,88.63532522739843
17,18,88.42727039195597,0.0960211198964185,0.9700990657216495,0.2906568590551615,0.23919880180358888,0.9217,88.42727039195597
18,19,87.24947884492576,0.07162382751319211,0.9801063144329897,0.2884951839223504,0.2051832256793976,0.9311,87.24947884492576
19,20,88.18543784506619,0.05447798181257989,0.9864489368556701,0.29533691285178065,0.18852400034666061,0.9384,88.18543784506619
