,epoch,train_time,train_loss,train_acc,valid_time,valid_loss,valid_acc,total time
0,1,87.65345903905109,1.6217799688468582,0.417163337628866,0.29778535617515445,1.2820550918579101,0.5366,87.65345903905109
1,2,88.42588734906167,0.8774077098542997,0.6894732603092784,0.2882071170024574,0.8154397331953048,0.7148,88.42588734906167
2,3,88.21667402796447,0.6636944014948707,0.7675378543814433,0.2910616649314761,0.6417968828082085,0.7739,88.21667402796447
3,4,88.1078571928665,0.5542430747132364,0.8083923969072165,0.2899616491049528,0.8446406765222549,0.7105,88.1078571928665
4,5,88.4425874282606,0.49043619564551977,0.8297156894329897,0.29372108867391944,0.555164560186863,0.8072,88.4425874282606
5,6,88.65081883501261,0.43357589161599575,0.8507772229381443,0.2929447856731713,0.6445283964276314,0.7834,88.65081883501261
6,7,88.03830065298826,0.3793963705472763,0.870751449742268,0.2986254789866507,0.47882519398927686,0.8419,88.03830065298826
7,8,87.92182915192097,0.3454297166581736,0.8822487113402062,0.29472300317138433,0.4040802359223366,0.8619,87.92182915192097
8,9,87.9744900050573,0.3152262196064802,0.8939070554123711,0.2876594802364707,0.4527497140169144,0.8457,87.9744900050573
9,10,87.98341920180246,0.2938389327645916,0.9003100837628866,0.2935588210821152,0.5258577764034271,0.8198,87.98341920180246
10,11,88.23768065497279,0.2708575659402713,0.9091494845360825,0.2951426082290709,0.4290090800881386,0.854,88.23768065497279
11,12,88.19577742414549,0.24980550504183954,0.9166599548969072,0.2884709620848298,0.43423724484443665,0.8564,88.19577742414549
12,13,88.0472481912002,0.22547145010951483,0.923425418814433,0.29245562106370926,0.3784911980867386,0.8654,88.0472481912002
13,14,88.54159460496157,0.20185850517459444,0.9337145618556701,0.2877727961167693,0.3052496027231216,0.9006,88.54159460496157
14,15,87.91557919885963,0.18300490481202902,0.9407216494845361,0.2967107859440148,0.31928778109550476,0.8896,87.91557919885963
15,16,88.5136452508159,0.14983895406146178,0.9515544458762887,0.29728549206629395,0.2800784024000168,0.9068,88.5136452508159
16,17,88.49822585238144,0.12446478590580452,0.9602528994845361,0.29462485760450363,0.27476752187013626,0.9066,88.49822585238144
17,18,88.1086762319319,0.09563193131555064,0.9722334085051546,0.29199378192424774,0.25087688516378404,0.9191,88.1086762319319
18,19,88.45878416579217,0.07186518952048854,0.9796432023195877,0.29542127810418606,0.20808544702529908,0.9295,88.45878416579217
19,20,88.79529017629102,0.05471473417878535,0.9863885309278351,0.297413173597306,0.19002406026124954,0.9365,88.79529017629102
